date,fixing_ii_price,fixing_ii_volume,hard_coal,coal-derived,lignite,gas,oil,biomass,wind_onshore,solar,hydro_pumped_storage,hydro_run-of-river_and_poundage,hydro_water_reservoir,weekday,weekend,weekday_test,is_holiday
2023-12-26 19:00:00,103.23,2656.6,6200.0,37.0,2143.0,1864.0,385.0,256.0,7305.0,0.0,519.0,331.0,42.0,1,0,Tuesday,1
2023-12-26 20:00:00,128.87,3048.8,6039.0,37.0,2192.0,1867.0,386.0,258.0,7465.0,0.0,607.0,322.0,42.0,1,0,Tuesday,1
2023-12-26 21:00:00,176.49,4220.6,6109.0,37.0,2231.0,1869.0,382.0,257.0,7560.0,0.0,703.0,298.0,42.0,1,0,Tuesday,1
2023-12-26 22:00:00,164.16,4608.1,6227.0,36.0,2239.0,1877.0,384.0,259.0,7797.0,0.0,228.0,291.0,42.0,1,0,Tuesday,1
2023-12-26 23:00:00,112.78,4452.8,5986.0,36.0,2022.0,1869.0,390.0,257.0,7854.0,0.0,15.0,291.0,42.0,1,0,Tuesday,1
2024-01-01 00:00:00,333.72,381.1,5948.0,51.0,1853.0,1549.0,374.0,269.0,2818.0,0.0,11.0,255.0,0.0,0,0,Monday,1
2024-01-01 01:00:00,324.2,384.4,5959.0,50.0,1908.0,1542.0,371.0,274.0,2486.0,0.0,25.0,248.0,0.0,0,0,Monday,1
2024-01-01 02:00:00,318.91,413.3,5873.0,48.0,1906.0,1551.0,370.0,274.0,2365.0,0.0,27.0,247.0,0.0,0,0,Monday,1
2024-01-01 03:00:00,311.47,541.7,5794.0,47.0,1875.0,1532.0,370.0,273.0,2249.0,0.0,7.0,247.0,0.0,0,0,Monday,1
2024-01-01 04:00:00,318.82,456.5,5829.0,48.0,1891.0,1526.0,370.0,276.0,2056.0,0.0,0.0,249.0,0.0,0,0,Monday,1
2024-01-01 05:00:00,323.39,398.5,5924.0,49.0,1964.0,1618.0,369.0,274.0,1905.0,0.0,0.0,250.0,0.0,0,0,Monday,1
2024-01-01 06:00:00,333.72,326.3,5945.0,50.0,2004.0,1715.0,368.0,274.0,1602.0,0.0,12.0,264.0,0.0,0,0,Monday,1
2024-01-01 07:00:00,324.41,319.9,5971.0,51.0,1971.0,1712.0,367.0,273.0,1348.0,21.0,19.0,287.0,37.0,0,0,Monday,1
2024-01-01 08:00:00,314.41,352.5,5993.0,51.0,1941.0,1812.0,366.0,276.0,1412.0,153.0,12.0,292.0,42.0,0,0,Monday,1
2024-01-01 09:00:00,330.74,442.1,6018.0,56.0,2096.0,1883.0,367.0,275.0,1466.0,329.0,10.0,291.0,42.0,0,0,Monday,1
2024-01-01 10:00:00,357.71,440.0,6103.0,57.0,2449.0,1916.0,368.0,277.0,1440.0,553.0,34.0,282.0,5.0,0,0,Monday,1
2024-01-01 11:00:00,360.78,527.3,6108.0,58.0,2509.0,1903.0,367.0,276.0,1258.0,782.0,23.0,284.0,0.0,0,0,Monday,1
2024-01-01 12:00:00,351.89,711.8,6195.0,59.0,2584.0,1914.0,368.0,275.0,1218.0,916.0,66.0,281.0,0.0,0,0,Monday,1
2024-01-01 13:00:00,347.2,952.9,6211.0,58.0,2597.0,1919.0,368.0,274.0,1247.0,889.0,262.0,294.0,0.0,0,0,Monday,1
2024-01-01 14:00:00,359.78,1298.2,6110.0,56.0,2498.0,1926.0,368.0,273.0,1328.0,561.0,157.0,295.0,37.0,0,0,Monday,1
2024-01-01 15:00:00,337.48,1603.6,6213.0,55.0,2620.0,1939.0,368.0,272.0,1487.0,242.0,214.0,299.0,42.0,0,0,Monday,1
2024-01-01 16:00:00,328.34,2057.7,6309.0,52.0,2610.0,1945.0,368.0,269.0,1757.0,20.0,257.0,312.0,42.0,0,0,Monday,1
2024-01-01 17:00:00,322.71,2341.7,6009.0,51.0,2544.0,1935.0,370.0,273.0,2053.0,0.0,209.0,318.0,42.0,0,0,Monday,1
2024-01-01 18:00:00,322.71,2318.6,6054.0,52.0,2255.0,1935.0,370.0,276.0,2264.0,0.0,97.0,320.0,42.0,0,0,Monday,1
2024-01-01 19:00:00,329.01,1570.8,6104.0,50.0,2350.0,1955.0,370.0,275.0,2303.0,0.0,95.0,318.0,42.0,0,0,Monday,1
2024-01-01 20:00:00,374.67,1163.2,6097.0,52.0,2493.0,1953.0,371.0,275.0,2456.0,0.0,193.0,304.0,42.0,0,0,Monday,1
2024-01-01 21:00:00,374.31,883.7,6099.0,52.0,2386.0,1900.0,370.0,275.0,2349.0,0.0,58.0,292.0,42.0,0,0,Monday,1
2024-01-01 22:00:00,353.39,554.8,6065.0,50.0,2320.0,1881.0,370.0,275.0,2239.0,0.0,16.0,284.0,42.0,0,0,Monday,1
2024-01-01 23:00:00,336.21,407.3,6110.0,52.0,2217.0,1888.0,372.0,274.0,2195.0,0.0,14.0,274.0,42.0,0,0,Monday,1
2024-01-06 00:00:00,382.42,1399.8,7376.0,51.0,3338.0,2142.0,397.0,272.0,2041.0,0.0,0.0,287.0,42.0,5,1,Saturday,1
2024-01-06 01:00:00,398.62,981.6,7385.0,51.0,3212.0,2145.0,396.0,274.0,1953.0,0.0,84.0,285.0,42.0,5,1,Saturday,1
2024-01-06 02:00:00,406.1,840.1,7281.0,50.0,3165.0,2135.0,394.0,277.0,1969.0,0.0,23.0,285.0,42.0,5,1,Saturday,1
2024-01-06 03:00:00,406.66,726.4,7288.0,51.0,3168.0,2138.0,391.0,272.0,1913.0,0.0,129.0,285.0,42.0,5,1,Saturday,1
2024-01-06 04:00:00,406.72,730.7,7202.0,50.0,3131.0,2139.0,392.0,273.0,1859.0,0.0,47.0,285.0,42.0,5,1,Saturday,1
2024-01-06 05:00:00,403.44,639.3,7172.0,51.0,3135.0,2070.0,393.0,278.0,1846.0,0.0,4.0,281.0,42.0,5,1,Saturday,1
2024-01-06 06:00:00,403.11,536.4,7202.0,53.0,3312.0,1871.0,393.0,276.0,1938.0,0.0,0.0,312.0,42.0,5,1,Saturday,1
2024-01-06 07:00:00,410.97,719.3,7227.0,55.0,3693.0,2098.0,395.0,273.0,1992.0,11.0,0.0,326.0,42.0,5,1,Saturday,1
2024-01-06 08:00:00,394.16,700.1,7255.0,59.0,4016.0,2150.0,396.0,276.0,2107.0,211.0,0.0,327.0,42.0,5,1,Saturday,1
2024-01-06 09:00:00,401.46,700.7,7335.0,60.0,3983.0,2169.0,395.0,275.0,2022.0,486.0,19.0,328.0,42.0,5,1,Saturday,1
2024-01-06 10:00:00,423.55,941.1,7758.0,62.0,4303.0,2180.0,395.0,275.0,2158.0,722.0,232.0,319.0,42.0,5,1,Saturday,1
2024-01-06 11:00:00,437.52,990.1,8325.0,62.0,4265.0,2147.0,396.0,274.0,2242.0,780.0,289.0,317.0,42.0,5,1,Saturday,1
2024-01-06 12:00:00,431.65,987.1,8202.0,62.0,4327.0,2158.0,399.0,272.0,2355.0,747.0,137.0,301.0,42.0,5,1,Saturday,1
2024-01-06 13:00:00,413.63,1018.0,7965.0,61.0,4309.0,2152.0,398.0,276.0,2644.0,533.0,102.0,298.0,42.0,5,1,Saturday,1
2024-01-06 14:00:00,402.75,954.5,7477.0,60.0,4234.0,2176.0,398.0,275.0,2741.0,365.0,31.0,300.0,42.0,5,1,Saturday,1
2024-01-06 15:00:00,412.55,927.1,7830.0,57.0,4093.0,2255.0,399.0,274.0,2836.0,190.0,76.0,300.0,42.0,5,1,Saturday,1
2024-01-06 16:00:00,432.39,712.5,8077.0,56.0,4072.0,2203.0,402.0,273.0,3024.0,25.0,414.0,318.0,42.0,5,1,Saturday,1
2024-01-06 17:00:00,453.93,648.8,7817.0,54.0,4175.0,2202.0,409.0,274.0,3172.0,0.0,679.0,329.0,42.0,5,1,Saturday,1
2024-01-06 18:00:00,451.08,830.8,7529.0,55.0,4240.0,2207.0,405.0,275.0,3360.0,0.0,779.0,337.0,42.0,5,1,Saturday,1
2024-01-06 19:00:00,430.95,789.1,7334.0,55.0,4138.0,2175.0,407.0,274.0,3412.0,0.0,771.0,334.0,42.0,5,1,Saturday,1
2024-01-06 20:00:00,401.09,573.5,7343.0,53.0,3295.0,1940.0,405.0,275.0,3473.0,0.0,567.0,328.0,42.0,5,1,Saturday,1
2024-01-06 21:00:00,383.06,855.3,7298.0,53.0,2775.0,1932.0,404.0,274.0,3361.0,0.0,466.0,314.0,42.0,5,1,Saturday,1
2024-01-06 22:00:00,379.27,958.8,7312.0,51.0,2620.0,1941.0,403.0,274.0,3176.0,0.0,19.0,307.0,42.0,5,1,Saturday,1
2024-01-06 23:00:00,379.6,459.6,7278.0,52.0,2626.0,1947.0,400.0,273.0,3001.0,0.0,0.0,298.0,5.0,5,1,Saturday,1
2024-03-31 00:00:00,287.88,626.2,5127.0,71.0,1432.0,1040.0,322.0,36.0,4397.0,0.0,2.0,239.0,0.0,6,1,Sunday,1
2024-03-31 01:00:00,251.86,755.7,4747.0,69.0,1236.0,948.0,325.0,36.0,4306.0,0.0,0.0,226.0,0.0,6,1,Sunday,1
2024-03-31 03:00:00,230.54,777.9,4713.0,69.0,1253.0,960.0,327.0,36.0,4248.0,0.0,0.0,224.0,0.0,6,1,Sunday,1
2024-03-31 04:00:00,230.53,804.2,4686.0,68.0,1236.0,944.0,332.0,36.0,4376.0,0.0,0.0,225.0,0.0,6,1,Sunday,1
2024-03-31 05:00:00,244.14,612.7,4670.0,68.0,1175.0,929.0,326.0,36.0,4167.0,11.0,13.0,228.0,0.0,6,1,Sunday,1
2024-03-31 06:00:00,208.33,699.6,4703.0,68.0,1100.0,931.0,326.0,36.0,4219.0,93.0,20.0,250.0,0.0,6,1,Sunday,1
2024-03-31 07:00:00,210.59,979.9,4863.0,68.0,1117.0,995.0,331.0,36.0,4257.0,870.0,25.0,263.0,0.0,6,1,Sunday,1
2024-03-31 08:00:00,192.98,1752.7,4951.0,68.0,1331.0,1053.0,318.0,36.0,3710.0,2377.0,374.0,268.0,0.0,6,1,Sunday,1
2024-03-31 09:00:00,107.81,2041.2,5599.0,67.0,1835.0,1300.0,317.0,36.0,2695.0,3974.0,129.0,264.0,0.0,6,1,Sunday,1
2024-03-31 10:00:00,20.01,2184.2,5152.0,67.0,1569.0,1096.0,326.0,36.0,2132.0,5523.0,0.0,255.0,0.0,6,1,Sunday,1
2024-03-31 11:00:00,15.48,2873.4,4674.0,67.0,1194.0,985.0,323.0,36.0,1935.0,6728.0,0.0,244.0,0.0,6,1,Sunday,1
2024-03-31 12:00:00,19.21,2719.3,4289.0,68.0,1270.0,980.0,317.0,36.0,2026.0,6599.0,0.0,241.0,0.0,6,1,Sunday,1
2024-03-31 13:00:00,1.05,1869.7,4202.0,69.0,1250.0,964.0,319.0,36.0,2078.0,6581.0,0.0,239.0,0.0,6,1,Sunday,1
2024-03-31 14:00:00,1.22,1838.3,4273.0,69.0,1290.0,978.0,317.0,36.0,2301.0,5816.0,0.0,241.0,0.0,6,1,Sunday,1
2024-03-31 15:00:00,30.06,1944.4,4445.0,69.0,1599.0,1225.0,316.0,36.0,2267.0,4852.0,0.0,244.0,0.0,6,1,Sunday,1
2024-03-31 16:00:00,101.71,1482.1,4642.0,68.0,1616.0,1159.0,315.0,36.0,2062.0,3458.0,22.0,263.0,0.0,6,1,Sunday,1
2024-03-31 17:00:00,301.31,641.3,5217.0,68.0,1888.0,1320.0,315.0,36.0,1784.0,2084.0,116.0,292.0,0.0,6,1,Sunday,1
2024-03-31 18:00:00,321.43,489.2,5430.0,69.0,2069.0,1330.0,316.0,36.0,1760.0,443.0,574.0,304.0,37.0,6,1,Sunday,1
2024-03-31 19:00:00,344.04,492.3,6118.0,69.0,2082.0,1304.0,312.0,36.0,2077.0,0.0,882.0,305.0,42.0,6,1,Sunday,1
2024-03-31 20:00:00,327.98,891.7,6324.0,69.0,2092.0,1312.0,314.0,36.0,2344.0,0.0,958.0,297.0,42.0,6,1,Sunday,1
2024-03-31 21:00:00,301.31,1311.8,5810.0,69.0,2023.0,1295.0,307.0,36.0,2858.0,0.0,392.0,285.0,42.0,6,1,Sunday,1
2024-03-31 22:00:00,311.81,829.5,5331.0,69.0,2039.0,1295.0,309.0,36.0,3174.0,0.0,240.0,254.0,42.0,6,1,Sunday,1
2024-03-31 23:00:00,324.06,580.9,5020.0,69.0,2033.0,1243.0,309.0,36.0,3274.0,0.0,12.0,243.0,42.0,6,1,Sunday,1
2024-04-01 00:00:00,295.75,768.1,4747.0,68.0,1851.0,1198.0,311.0,36.0,3130.0,0.0,1.0,241.0,42.0,0,0,Monday,1
2024-04-01 01:00:00,295.7,771.2,4733.0,68.0,1649.0,1211.0,313.0,36.0,2766.0,0.0,0.0,240.0,42.0,0,0,Monday,1
2024-04-01 02:00:00,298.11,753.4,4739.0,66.0,1651.0,1216.0,315.0,36.0,2555.0,0.0,0.0,240.0,5.0,0,0,Monday,1
2024-04-01 03:00:00,298.66,763.8,4644.0,66.0,1625.0,1198.0,315.0,36.0,2675.0,0.0,0.0,240.0,0.0,0,0,Monday,1
2024-04-01 04:00:00,305.7,824.5,4695.0,66.0,1642.0,1036.0,317.0,36.0,2681.0,0.0,0.0,240.0,0.0,0,0,Monday,1
2024-04-01 05:00:00,310.68,671.8,4785.0,65.0,1676.0,979.0,317.0,36.0,2367.0,0.0,18.0,243.0,0.0,0,0,Monday,1
2024-04-01 06:00:00,321.37,443.1,4700.0,63.0,1834.0,1113.0,319.0,36.0,2525.0,117.0,18.0,265.0,0.0,0,0,Monday,1
2024-04-01 07:00:00,306.67,616.0,4725.0,63.0,1518.0,967.0,319.0,36.0,2361.0,1162.0,8.0,270.0,0.0,0,0,Monday,1
2024-04-01 08:00:00,261.79,627.0,4777.0,64.0,1293.0,959.0,314.0,36.0,1941.0,2681.0,0.0,273.0,0.0,0,0,Monday,1
2024-04-01 09:00:00,177.62,1060.2,4779.0,68.0,1335.0,1005.0,317.0,36.0,1369.0,4416.0,0.0,272.0,0.0,0,0,Monday,1
2024-04-01 10:00:00,155.46,1527.6,4753.0,68.0,1533.0,1213.0,314.0,36.0,1140.0,5332.0,0.0,260.0,0.0,0,0,Monday,1
2024-04-01 11:00:00,100.19,1661.1,4650.0,67.0,1571.0,1079.0,315.0,36.0,1306.0,5812.0,0.0,250.0,0.0,0,0,Monday,1
2024-04-01 12:00:00,55.13,1185.4,4682.0,67.0,1494.0,1051.0,314.0,36.0,1511.0,5847.0,0.0,246.0,0.0,0,0,Monday,1
2024-04-01 13:00:00,50.24,755.1,4645.0,67.0,1362.0,1006.0,312.0,36.0,1931.0,5471.0,0.0,245.0,0.0,0,0,Monday,1
2024-04-01 14:00:00,96.21,581.1,4471.0,70.0,1275.0,984.0,314.0,36.0,2229.0,5662.0,0.0,245.0,0.0,0,0,Monday,1
2024-04-01 15:00:00,107.14,953.9,4525.0,69.0,1374.0,1008.0,314.0,36.0,2467.0,5068.0,0.0,248.0,0.0,0,0,Monday,1
2024-04-01 16:00:00,203.27,734.8,4793.0,69.0,1474.0,1034.0,314.0,36.0,2656.0,3458.0,0.0,267.0,0.0,0,0,Monday,1
2024-04-01 17:00:00,311.61,654.5,5072.0,70.0,1829.0,1172.0,313.0,36.0,2573.0,1719.0,495.0,297.0,0.0,0,0,Monday,1
2024-04-01 18:00:00,314.67,324.2,5109.0,70.0,2061.0,1258.0,313.0,36.0,2891.0,561.0,928.0,307.0,37.0,0,0,Monday,1
2024-04-01 19:00:00,314.24,501.9,5585.0,69.0,1993.0,1286.0,314.0,36.0,3515.0,51.0,1035.0,304.0,42.0,0,0,Monday,1
2024-04-01 20:00:00,314.39,530.2,5314.0,68.0,1919.0,1088.0,314.0,36.0,3942.0,0.0,1174.0,296.0,42.0,0,0,Monday,1
2024-04-01 21:00:00,309.27,650.2,5140.0,66.0,1976.0,1238.0,314.0,36.0,4127.0,0.0,516.0,284.0,42.0,0,0,Monday,1
2024-04-01 22:00:00,299.72,728.7,5323.0,64.0,2039.0,1349.0,316.0,36.0,4249.0,0.0,161.0,266.0,5.0,0,0,Monday,1
2024-04-01 23:00:00,284.99,691.4,4926.0,60.0,1829.0,1176.0,314.0,36.0,4028.0,0.0,5.0,262.0,0.0,0,0,Monday,1
2024-05-01 00:00:00,291.9,667.6,4647.0,78.0,1826.0,1013.0,272.0,190.0,5165.0,0.0,279.0,211.0,37.0,2,0,Wednesday,1
2024-05-01 01:00:00,320.43,488.5,4540.0,78.0,2235.0,1071.0,272.0,163.0,4938.0,0.0,217.0,206.0,43.0,2,0,Wednesday,1
2024-05-01 02:00:00,311.24,503.1,4575.0,79.0,2537.0,1105.0,273.0,164.0,4357.0,0.0,108.0,207.0,5.0,2,0,Wednesday,1
2024-05-01 03:00:00,324.76,508.7,4637.0,79.0,2699.0,1104.0,275.0,166.0,3991.0,0.0,173.0,207.0,0.0,2,0,Wednesday,1
2024-05-01 04:00:00,322.04,534.3,4652.0,79.0,2674.0,1075.0,277.0,165.0,3962.0,3.0,172.0,208.0,0.0,2,0,Wednesday,1
2024-05-01 05:00:00,318.54,554.6,4436.0,80.0,2496.0,1015.0,277.0,163.0,3953.0,157.0,42.0,209.0,0.0,2,0,Wednesday,1
2024-05-01 06:00:00,296.15,341.4,4389.0,77.0,2022.0,929.0,277.0,164.0,3614.0,1265.0,25.0,232.0,0.0,2,0,Wednesday,1
2024-05-01 07:00:00,153.4,499.5,4466.0,74.0,1641.0,994.0,275.0,164.0,2628.0,3146.0,88.0,245.0,0.0,2,0,Wednesday,1
2024-05-01 08:00:00,50.31,502.1,4462.0,76.0,1717.0,1091.0,272.0,164.0,1453.0,5065.0,73.0,250.0,0.0,2,0,Wednesday,1
2024-05-01 09:00:00,-1.02,586.7,4354.0,79.0,2109.0,1061.0,275.0,164.0,1167.0,6446.0,0.0,248.0,0.0,2,0,Wednesday,1
2024-05-01 10:00:00,-5.75,1906.9,4395.0,80.0,2030.0,1020.0,273.0,165.0,1407.0,7460.0,0.0,234.0,0.0,2,0,Wednesday,1
2024-05-01 11:00:00,-99.61,767.3,4063.0,81.0,1442.0,762.0,268.0,166.0,1719.0,8041.0,0.0,219.0,0.0,2,0,Wednesday,1
2024-05-01 12:00:00,-101.86,790.1,4033.0,80.0,1539.0,758.0,266.0,165.0,1404.0,7811.0,0.0,212.0,0.0,2,0,Wednesday,1
2024-05-01 13:00:00,-107.11,763.0,4025.0,78.0,1414.0,866.0,266.0,164.0,1130.0,7392.0,0.0,211.0,0.0,2,0,Wednesday,1
2024-05-01 14:00:00,-100.1,664.5,4041.0,74.0,1443.0,904.0,268.0,164.0,1408.0,7048.0,0.0,210.0,0.0,2,0,Wednesday,1
2024-05-01 15:00:00,-69.91,640.3,4190.0,71.0,1541.0,974.0,270.0,164.0,1796.0,6290.0,0.0,214.0,0.0,2,0,Wednesday,1
2024-05-01 16:00:00,-3.6,665.9,4178.0,71.0,1675.0,965.0,269.0,165.0,3188.0,5548.0,0.0,242.0,0.0,2,0,Wednesday,1
2024-05-01 17:00:00,170.43,496.7,4419.0,74.0,2156.0,1013.0,270.0,165.0,3639.0,4135.0,73.0,263.0,0.0,2,0,Wednesday,1
2024-05-01 18:00:00,300.89,863.8,4664.0,75.0,2022.0,1004.0,271.0,165.0,3559.0,2538.0,623.0,277.0,0.0,2,0,Wednesday,1
2024-05-01 19:00:00,297.72,1475.1,4635.0,77.0,2042.0,977.0,272.0,164.0,3701.0,831.0,758.0,274.0,37.0,2,0,Wednesday,1
2024-05-01 20:00:00,285.84,1692.9,4622.0,81.0,2400.0,928.0,272.0,165.0,4268.0,56.0,866.0,262.0,43.0,2,0,Wednesday,1
2024-05-01 21:00:00,278.92,1427.0,4427.0,80.0,2362.0,902.0,270.0,164.0,5109.0,0.0,715.0,251.0,43.0,2,0,Wednesday,1
2024-05-01 22:00:00,290.57,712.9,4341.0,79.0,2286.0,894.0,272.0,165.0,5600.0,0.0,479.0,230.0,43.0,2,0,Wednesday,1
2024-05-01 23:00:00,262.88,466.8,4261.0,77.0,1863.0,813.0,272.0,165.0,5634.0,0.0,186.0,213.0,5.0,2,0,Wednesday,1
2024-05-03 00:00:00,340.92,398.9,4463.0,79.0,2184.0,1029.0,269.0,222.0,4222.0,0.0,0.0,208.0,5.0,4,0,Friday,1
2024-05-03 01:00:00,336.11,436.9,4478.0,79.0,1975.0,1023.0,268.0,221.0,3840.0,0.0,0.0,206.0,0.0,4,0,Friday,1
2024-05-03 02:00:00,335.11,442.5,4454.0,79.0,2068.0,1020.0,268.0,220.0,3402.0,0.0,0.0,206.0,0.0,4,0,Friday,1
2024-05-03 03:00:00,339.67,408.5,4517.0,80.0,2269.0,1064.0,269.0,220.0,2982.0,0.0,0.0,207.0,0.0,4,0,Friday,1
2024-05-03 04:00:00,339.62,426.4,4579.0,78.0,2515.0,1125.0,272.0,223.0,2586.0,3.0,15.0,207.0,0.0,4,0,Friday,1
2024-05-03 05:00:00,327.38,498.8,4524.0,78.0,2204.0,1000.0,271.0,223.0,2540.0,171.0,282.0,206.0,0.0,4,0,Friday,1
2024-05-03 06:00:00,325.87,395.0,4377.0,77.0,2022.0,893.0,272.0,225.0,2311.0,1191.0,373.0,230.0,0.0,4,0,Friday,1
2024-05-03 07:00:00,329.68,572.7,4326.0,76.0,1567.0,840.0,272.0,226.0,1496.0,3361.0,346.0,248.0,0.0,4,0,Friday,1
2024-05-03 08:00:00,335.73,705.2,4251.0,77.0,1960.0,1010.0,270.0,210.0,630.0,5940.0,11.0,250.0,0.0,4,0,Friday,1
2024-05-03 09:00:00,308.24,590.9,4050.0,79.0,1776.0,860.0,270.0,163.0,346.0,7905.0,0.0,237.0,0.0,4,0,Friday,1
2024-05-03 10:00:00,287.78,1669.2,4125.0,80.0,1451.0,746.0,268.0,163.0,574.0,9682.0,0.0,223.0,0.0,4,0,Friday,1
2024-05-03 11:00:00,259.71,1900.3,4150.0,79.0,1438.0,733.0,267.0,164.0,1025.0,9577.0,0.0,213.0,0.0,4,0,Friday,1
2024-05-03 12:00:00,186.94,1682.9,4025.0,78.0,1399.0,697.0,265.0,166.0,1343.0,9567.0,0.0,210.0,0.0,4,0,Friday,1
2024-05-03 13:00:00,179.59,1303.3,4038.0,75.0,1416.0,716.0,265.0,165.0,1198.0,9457.0,0.0,210.0,0.0,4,0,Friday,1
2024-05-03 14:00:00,212.16,1126.3,4153.0,75.0,1510.0,865.0,265.0,164.0,1005.0,8780.0,0.0,209.0,0.0,4,0,Friday,1
2024-05-03 15:00:00,232.19,924.0,4402.0,75.0,1787.0,1005.0,264.0,163.0,870.0,7334.0,0.0,211.0,0.0,4,0,Friday,1
2024-05-03 16:00:00,309.66,543.1,4565.0,75.0,1939.0,870.0,263.0,169.0,799.0,6250.0,0.0,228.0,0.0,4,0,Friday,1
2024-05-03 17:00:00,353.62,799.9,4984.0,77.0,2741.0,975.0,261.0,205.0,644.0,4212.0,0.0,248.0,37.0,4,0,Friday,1
2024-05-03 18:00:00,382.17,744.1,5683.0,79.0,3591.0,1105.0,261.0,240.0,594.0,2318.0,177.0,275.0,43.0,4,0,Friday,1
2024-05-03 19:00:00,408.89,915.8,6509.0,80.0,3921.0,1288.0,260.0,242.0,704.0,756.0,637.0,280.0,43.0,4,0,Friday,1
2024-05-03 20:00:00,424.83,981.0,6839.0,79.0,3974.0,1312.0,264.0,242.0,994.0,55.0,929.0,270.0,43.0,4,0,Friday,1
2024-05-03 21:00:00,419.49,1082.6,6751.0,78.0,3957.0,1308.0,266.0,241.0,1298.0,0.0,827.0,251.0,43.0,4,0,Friday,1
2024-05-03 22:00:00,387.62,1677.4,6352.0,79.0,3916.0,1313.0,265.0,241.0,1460.0,0.0,579.0,233.0,43.0,4,0,Friday,1
2024-05-03 23:00:00,367.85,993.3,5234.0,77.0,3345.0,1144.0,265.0,240.0,1571.0,0.0,301.0,216.0,43.0,4,0,Friday,1
2024-05-19 00:00:00,392.55,1405.5,6403.0,67.0,3697.0,704.0,230.0,240.0,1310.0,0.0,323.0,144.0,0.0,6,1,Sunday,1
2024-05-19 01:00:00,392.8,1789.5,6713.0,71.0,3625.0,698.0,232.0,239.0,1081.0,0.0,21.0,143.0,0.0,6,1,Sunday,1
2024-05-19 02:00:00,389.01,1518.0,6725.0,72.0,3526.0,771.0,234.0,239.0,911.0,0.0,0.0,143.0,0.0,6,1,Sunday,1
2024-05-19 03:00:00,383.32,1201.0,6159.0,73.0,3355.0,662.0,235.0,239.0,1082.0,0.0,11.0,143.0,0.0,6,1,Sunday,1
2024-05-19 04:00:00,379.6,894.7,5259.0,72.0,3401.0,678.0,234.0,239.0,1212.0,17.0,13.0,143.0,0.0,6,1,Sunday,1
2024-05-19 05:00:00,378.16,522.4,5073.0,71.0,3658.0,669.0,234.0,239.0,1126.0,385.0,135.0,144.0,0.0,6,1,Sunday,1
2024-05-19 06:00:00,372.35,362.9,4674.0,71.0,3329.0,616.0,233.0,239.0,1209.0,1643.0,156.0,167.0,0.0,6,1,Sunday,1
2024-05-19 07:00:00,365.2,449.9,4665.0,71.0,2904.0,472.0,232.0,237.0,842.0,3518.0,144.0,174.0,0.0,6,1,Sunday,1
2024-05-19 08:00:00,320.37,378.2,4538.0,72.0,3146.0,509.0,233.0,239.0,516.0,5780.0,0.0,175.0,0.0,6,1,Sunday,1
2024-05-19 09:00:00,271.27,633.4,4192.0,78.0,2844.0,417.0,232.0,240.0,715.0,7648.0,0.0,168.0,0.0,6,1,Sunday,1
2024-05-19 10:00:00,176.4,1240.9,4064.0,82.0,2113.0,392.0,232.0,200.0,1078.0,8633.0,0.0,154.0,0.0,6,1,Sunday,1
2024-05-19 11:00:00,181.36,1262.9,4045.0,83.0,2017.0,386.0,232.0,175.0,1197.0,8183.0,0.0,149.0,0.0,6,1,Sunday,1
2024-05-19 12:00:00,203.76,1003.5,4219.0,82.0,2302.0,447.0,228.0,177.0,1320.0,6749.0,0.0,149.0,0.0,6,1,Sunday,1
2024-05-19 13:00:00,219.85,939.6,4368.0,82.0,2571.0,505.0,228.0,179.0,1239.0,5617.0,0.0,148.0,0.0,6,1,Sunday,1
2024-05-19 14:00:00,304.67,591.5,4601.0,76.0,3065.0,554.0,228.0,178.0,1434.0,6262.0,0.0,148.0,0.0,6,1,Sunday,1
2024-05-19 15:00:00,340.35,720.0,4590.0,73.0,2407.0,423.0,232.0,213.0,1462.0,6346.0,0.0,147.0,0.0,6,1,Sunday,1
2024-05-19 16:00:00,377.75,707.3,5040.0,72.0,2442.0,488.0,235.0,242.0,771.0,5176.0,338.0,161.0,0.0,6,1,Sunday,1
2024-05-19 17:00:00,387.51,705.7,6177.0,72.0,3259.0,744.0,235.0,241.0,1003.0,3800.0,254.0,186.0,0.0,6,1,Sunday,1
2024-05-19 18:00:00,378.68,2232.3,5978.0,74.0,3540.0,534.0,232.0,240.0,848.0,2176.0,65.0,191.0,35.0,6,1,Sunday,1
2024-05-19 19:00:00,398.93,2168.3,6059.0,74.0,3884.0,664.0,232.0,238.0,868.0,986.0,283.0,188.0,40.0,6,1,Sunday,1
2024-05-19 20:00:00,509.12,1641.2,6806.0,76.0,4333.0,880.0,231.0,239.0,621.0,152.0,834.0,191.0,40.0,6,1,Sunday,1
2024-05-19 21:00:00,541.56,1094.6,7688.0,75.0,4276.0,887.0,235.0,238.0,614.0,0.0,810.0,181.0,40.0,6,1,Sunday,1
2024-05-19 22:00:00,448.96,2114.9,7120.0,75.0,4189.0,711.0,234.0,240.0,664.0,0.0,127.0,160.0,40.0,6,1,Sunday,1
2024-05-19 23:00:00,376.85,1638.9,6159.0,72.0,4184.0,678.0,234.0,241.0,790.0,0.0,2.0,147.0,5.0,6,1,Sunday,1
2024-05-30 00:00:00,439.36,2014.8,5357.0,66.0,5036.0,330.0,268.0,215.0,1256.0,0.0,139.0,138.0,0.0,3,0,Thursday,1
